Segment,Ship Mode,Order ID,Sales
corporate,First Class,CA-2013-160598,31.008
corporate,Second Class,CA-2013-162236,1106.9240000000002
corporate,Second Class,CA-2013-162747,86.45
corporate,First Class,CA-2013-162901,31.4
corporate,Second Class,CA-2013-163167,2673.69
corporate,Standard Class,CA-2013-165316,324.38700000000006
corporate,Standard Class,CA-2013-165827,50.496
corporate,Standard Class,CA-2013-166380,138.53
corporate,Second Class,CA-2014-103009,26.400000000000002
corporate,Standard Class,CA-2014-104318,20.768
corporate,Second Class,CA-2014-104864,552.856
corporate,Standard Class,CA-2014-107167,1347.5200000000002
corporate,Standard Class,CA-2014-108322,26.056000000000004
corporate,Standard Class,CA-2014-110310,68.967
corporate,First Class,CA-2014-113481,740.214
corporate,Second Class,CA-2014-115070,16.739000000000004
corporate,First Class,CA-2014-115882,1017.1360000000001
corporate,Second Class,CA-2014-116113,10.16
corporate,First Class,CA-2014-117695,13.76
corporate,Standard Class,CA-2014-119284,2942.784
corporate,Second Class,CA-2014-122693,1245.86
corporate,First Class,CA-2014-122707,503.22
corporate,First Class,CA-2014-123687,234.2
corporate,First Class,CA-2014-124828,9.552
corporate,Standard Class,CA-2014-125745,19.52
corporate,Standard Class,CA-2014-126046,12.39
corporate,Standard Class,CA-2014-126382,35.168000000000006
corporate,Standard Class,CA-2014-127803,26.16
corporate,Second Class,CA-2014-128300,406.93999999999994
corporate,Standard Class,CA-2014-128769,81.568
corporate,First Class,CA-2014-129028,127.94999999999999
corporate,Second Class,CA-2014-133263,3098.6099999999997
corporate,Second Class,CA-2014-134495,269.40000000000003
corporate,Second Class,CA-2014-134649,22.63
corporate,First Class,CA-2014-134810,272.23199999999997
corporate,Standard Class,CA-2014-136826,14.015999999999998
corporate,Standard Class,CA-2014-139619,95.616
corporate,Standard Class,CA-2014-141614,20.736000000000004
corporate,Second Class,CA-2014-143567,3291.0699999999997
corporate,Second Class,CA-2014-145702,342.23999999999995
corporate,Standard Class,CA-2014-147333,204.55
corporate,Standard Class,CA-2014-147361,685.26
corporate,First Class,CA-2014-147760,1883.7240000000002
corporate,Standard Class,CA-2014-148810,287.42400000000004
corporate,Standard Class,CA-2014-151855,39.251999999999995
corporate,Second Class,CA-2014-153339,15.991999999999999
corporate,Second Class,CA-2014-153654,19.008000000000003
corporate,Standard Class,CA-2014-154816,5.78
corporate,First Class,CA-2014-155698,668.5400000000001
corporate,Standard Class,CA-2014-155824,61.876000000000005
corporate,Standard Class,CA-2014-156272,64.384
corporate,Standard Class,CA-2014-157854,2747.2500000000005
corporate,Standard Class,CA-2014-158407,103.968
corporate,Second Class,CA-2014-158561,1158.12
corporate,Standard Class,CA-2014-159100,1893.786
corporate,First Class,CA-2014-159464,524.85
corporate,Standard Class,CA-2014-160017,10.368000000000002
corporate,Standard Class,CA-2014-160724,34.5
corporate,Same Day,CA-2014-161046,839.25
corporate,Standard Class,CA-2014-161130,361.37600000000003
corporate,Standard Class,CA-2014-161592,8.100000000000001
corporate,First Class,CA-2014-161851,15.570000000000004
corporate,Standard Class,CA-2014-163629,286.09
corporate,Standard Class,CA-2014-164756,997.83
corporate,Standard Class,CA-2014-164917,47.96
corporate,Standard Class,CA-2014-165029,12.84
corporate,Standard Class,CA-2014-168102,113.56800000000001
corporate,Standard Class,CA-2014-168389,873.811
corporate,Standard Class,CA-2014-169012,41.910000000000004
corporate,Standard Class,US-2011-107405,16.272000000000002
corporate,Standard Class,US-2011-109162,170.35200000000003
corporate,Standard Class,US-2011-118997,1215.92
corporate,Standard Class,US-2011-143581,344.90999999999997
corporate,Standard Class,US-2011-147774,67.194
corporate,Standard Class,US-2011-156216,18.648000000000003
corporate,Standard Class,US-2011-157231,115.36
corporate,Standard Class,US-2011-164763,103.50000000000001
corporate,Standard Class,US-2012-112508,6.992000000000001
corporate,Same Day,US-2012-130519,111.904
corporate,First Class,US-2012-131842,97.424
corporate,Standard Class,US-2012-136476,157.79400000000004
corporate,Second Class,US-2012-140851,38.88
corporate,Standard Class,US-2012-148817,125.64
corporate,Second Class,US-2012-149629,231.92000000000002
corporate,Standard Class,US-2012-158911,16.712000000000003
corporate,First Class,US-2013-101616,87.28
corporate,Standard Class,US-2013-102232,197.04999999999998
corporate,Second Class,US-2013-138408,1319.96
corporate,First Class,US-2013-140809,56.449999999999996
corporate,Standard Class,US-2013-144393,17.616000000000003
corporate,Standard Class,US-2013-148901,191.018
corporate,Standard Class,US-2013-150357,24.703000000000003
corporate,Standard Class,US-2013-150567,29.97000000000001
corporate,First Class,US-2013-153815,368.432
corporate,Standard Class,US-2013-159415,79.12
corporate,Second Class,US-2013-161844,82.91999999999999
corporate,Standard Class,US-2013-164630,959.9680000000001
corporate,Second Class,US-2014-109610,701.96
corporate,Standard Class,US-2014-115252,30.336000000000006
corporate,Standard Class,US-2014-126060,198.27200000000002
corporate,Standard Class,US-2014-128118,76.52100000000002
corporate,First Class,US-2014-128951,1065.8400000000001
corporate,Standard Class,US-2014-135503,14.76
corporate,First Class,US-2014-162208,2.8960000000000004
corporate,Second Class,US-2014-162670,1152.8700000000001
corporate,Standard Class,US-2014-166611,68.74200000000002
corporate,Same Day,US-2014-168116,8167.419999999999
homeoffice,Standard Class,CA-2011-100293,91.056
homeoffice,Standard Class,CA-2011-108707,10.368000000000002
homeoffice,Standard Class,CA-2011-120670,799.9200000000001
homeoffice,Standard Class,CA-2011-122217,111.15
homeoffice,First Class,CA-2011-132010,389.74
homeoffice,Standard Class,CA-2011-133634,47.79
homeoffice,Standard Class,CA-2011-134621,18.240000000000002
homeoffice,First Class,CA-2011-136567,2884.37
homeoffice,First Class,CA-2011-140165,405.456
homeoffice,Standard Class,CA-2011-145317,23661.228
homeoffice,Standard Class,CA-2011-148285,22.320000000000004
homeoffice,Standard Class,CA-2011-156244,457.744
homeoffice,Second Class,CA-2011-157609,471.92
homeoffice,Second Class,CA-2011-158274,682.91
homeoffice,Same Day,CA-2011-165806,259.28999999999996
homeoffice,Standard Class,CA-2011-167199,4374.88
homeoffice,Same Day,CA-2012-100769,255.968
homeoffice,Standard Class,CA-2012-102260,763.508
homeoffice,Standard Class,CA-2012-103135,525.95
homeoffice,Standard Class,CA-2012-103772,260.31
homeoffice,Standard Class,CA-2012-110947,113.10000000000001
homeoffice,Standard Class,CA-2012-115091,75.04
homeoffice,Second Class,CA-2012-115847,61.96
homeoffice,Standard Class,CA-2012-125696,7.380000000000001
homeoffice,Standard Class,CA-2012-128958,13.120000000000001
homeoffice,Second Class,CA-2012-133977,3.444000000000001
homeoffice,Second Class,CA-2012-134992,80.38
homeoffice,Standard Class,CA-2012-135510,67.96
homeoffice,Second Class,CA-2012-140830,89.36
homeoffice,Standard Class,CA-2012-141754,11.696
homeoffice,Standard Class,CA-2012-145324,39.96
homeoffice,Second Class,CA-2012-153549,1166.92
homeoffice,Standard Class,CA-2012-160059,6.24
homeoffice,Standard Class,CA-2012-163923,151.96
homeoffice,Standard Class,CA-2013-100307,19.44
homeoffice,Standard Class,CA-2013-105662,270.728
homeoffice,Standard Class,CA-2013-105753,61.1
homeoffice,Second Class,CA-2013-109344,1127.976
homeoffice,Standard Class,CA-2013-110254,158.81
homeoffice,Standard Class,CA-2013-118934,16.218000000000004
homeoffice,Standard Class,CA-2013-121020,239.976
homeoffice,Standard Class,CA-2013-123414,37.264
homeoffice,Standard Class,CA-2013-123533,392.8320000000001
homeoffice,Second Class,CA-2013-127985,7.04
homeoffice,Standard Class,CA-2013-131968,681.4320000000001
homeoffice,Standard Class,CA-2013-134789,215.83999999999997
homeoffice,Same Day,CA-2013-136126,261.1
homeoffice,Standard Class,CA-2013-136322,74.32000000000001
homeoffice,Standard Class,CA-2013-139269,1311.9699999999998
homeoffice,Standard Class,CA-2013-140571,365.44
homeoffice,Second Class,CA-2013-140977,91.475
homeoffice,Standard Class,CA-2013-146171,558.24
homeoffice,Second Class,CA-2013-149111,55.416000000000004
homeoffice,First Class,CA-2013-149454,10.44
homeoffice,Standard Class,CA-2013-151155,34.34
homeoffice,Standard Class,CA-2013-154403,4.98
homeoffice,Standard Class,CA-2013-155439,25.92
homeoffice,First Class,CA-2013-159142,177.78
homeoffice,Standard Class,CA-2013-159212,273.59000000000003
homeoffice,Standard Class,CA-2013-159891,1396.35
homeoffice,First Class,CA-2013-162159,121.78
homeoffice,Second Class,CA-2013-164350,67.56
homeoffice,Standard Class,CA-2013-165470,5.08
homeoffice,Standard Class,CA-2013-169026,23.34
homeoffice,Standard Class,CA-2014-100412,141.96
homeoffice,Standard Class,CA-2014-102554,3.76
homeoffice,Standard Class,CA-2014-110212,48.9
homeoffice,Standard Class,CA-2014-113558,729.6480000000001
homeoffice,Second Class,CA-2014-114055,819.28
homeoffice,Standard Class,CA-2014-120705,147.184
homeoffice,First Class,CA-2014-121419,771.8
homeoffice,Standard Class,CA-2014-124597,32.088
homeoffice,Standard Class,CA-2014-124898,184.66
homeoffice,Standard Class,CA-2014-125752,41.42400000000001
homeoffice,Standard Class,CA-2014-127516,64.784
homeoffice,Standard Class,CA-2014-128475,71.98
homeoffice,Standard Class,CA-2014-129490,419.13599999999997
homeoffice,Standard Class,CA-2014-129910,59.76
homeoffice,First Class,CA-2014-132213,109.96799999999999
homeoffice,Same Day,CA-2014-133095,117.62
homeoffice,Standard Class,CA-2014-134096,399.53000000000003
homeoffice,Standard Class,CA-2014-139787,35.4
homeoffice,Second Class,CA-2014-141446,18
homeoffice,Second Class,CA-2014-142671,11.520000000000001
homeoffice,First Class,CA-2014-144456,220.056
homeoffice,Standard Class,CA-2014-146535,1446.8400000000001
homeoffice,Standard Class,CA-2014-148166,17.856
homeoffice,Standard Class,CA-2014-148404,1027.21
homeoffice,Standard Class,CA-2014-148474,544.1399999999999
homeoffice,Second Class,CA-2014-148922,684.7800000000001
homeoffice,Same Day,CA-2014-149146,7.968000000000001
homeoffice,Standard Class,CA-2014-150931,33.74
homeoffice,Standard Class,CA-2014-151211,201.09
homeoffice,Standard Class,CA-2014-154123,27.58
homeoffice,Standard Class,CA-2014-155089,45.66000000000001
homeoffice,First Class,CA-2014-155292,204.98000000000002
homeoffice,Second Class,CA-2014-157931,830.24
homeoffice,Standard Class,CA-2014-159135,4.3
homeoffice,Standard Class,CA-2014-159667,691.144
homeoffice,Standard Class,CA-2014-160423,383.99199999999996
homeoffice,Second Class,CA-2014-160899,477.51
homeoffice,Standard Class,CA-2014-161088,29.84
homeoffice,Standard Class,CA-2014-162033,57.01
homeoffice,Standard Class,CA-2014-165904,235.44000000000003
homeoffice,Standard Class,US-2011-125521,1139.92
homeoffice,Standard Class,US-2011-138835,9.64
homeoffice,Standard Class,US-2011-155502,944.61
homeoffice,Standard Class,US-2011-155817,67.75999999999999
homeoffice,Second Class,US-2012-113327,352.168
homeoffice,Same Day,US-2013-108504,2075.51
homeoffice,Standard Class,US-2013-108637,334.2
homeoffice,Standard Class,US-2013-109260,431.97600000000006
homeoffice,Standard Class,US-2013-123750,895.06
homeoffice,Second Class,US-2013-135209,62.752
homeoffice,Standard Class,US-2013-139262,471.07800000000003
homeoffice,Standard Class,US-2013-146570,612.14
homeoffice,Standard Class,US-2013-155404,13.28
homeoffice,First Class,US-2013-158309,3.7440000000000007
homeoffice,Second Class,US-2013-168620,823.6100000000001
homeoffice,Standard Class,US-2014-100930,1735.8505000000002
homeoffice,Standard Class,US-2014-108315,225.54600000000002
homeoffice,Standard Class,US-2014-114356,35.96
homeoffice,Standard Class,US-2014-120390,1633.1880000000003
homeoffice,Standard Class,US-2014-129224,4.608
homeoffice,Standard Class,US-2014-132031,513.4960000000001
homeoffice,Standard Class,US-2014-132297,598.3100000000001
homeoffice,Standard Class,US-2014-132675,148.16000000000003
homeoffice,Second Class,US-2014-148768,71.976
homeoffice,Standard Class,US-2014-156083,9.664000000000001
homeoffice,Second Class,US-2014-159205,732.93
homeoffice,First Class,US-2014-162558,2437.672
